-3212,4124,-16692,-304,1299,466,swipe_left,22
-3412,3660,-16560,-432,484,294,swipe_left,22
-2300,4304,-16988,-758,455,-721,swipe_left,22
-1896,4028,-16272,-85,-1613,-5716,swipe_left,22
-4548,3056,-15224,604,-3941,-8321,swipe_left,22
-6808,1184,-14248,1984,-929,-10678,swipe_left,22
-8824,-1600,-15268,3187,118,-5976,swipe_left,22
-8516,-2704,-16524,-457,247,212,swipe_left,22
-7228,-1496,-15464,-1946,682,1068,swipe_left,22
-7176,-1384,-15332,-1291,1386,686,swipe_left,22
-7448,-1028,-15708,-1269,1552,1208,swipe_left,22
-6392,632,-15812,-1623,98,2321,swipe_left,22
-7364,728,-15628,-1149,1005,1112,swipe_left,22
-7332,1072,-15516,-3403,1737,5036,swipe_left,22
-6104,2896,-15788,-2618,1640,6638,swipe_left,22
-3996,6880,-15296,-123,2063,132,swipe_left,23
-2988,6908,-15056,288,512,1295,swipe_left,23
-2864,6320,-16896,924,240,731,swipe_left,23
-2540,7080,-15764,-1204,1408,1668,swipe_left,23
-1924,7448,-14924,-100,1705,1287,swipe_left,23
-3252,6780,-16520,-199,-816,917,swipe_left,23
2128,8420,-16052,-221,-1955,2232,swipe_left,23
-2548,4960,-14240,-238,-2890,-20105,swipe_left,23
-6372,2096,-13696,767,-233,-17936,swipe_left,23
-10192,-908,-15880,1328,4627,-8137,swipe_left,23
-6832,-232,-16452,-604,1313,1206,swipe_left,23
-7060,1076,-15776,-1186,137,1158,swipe_left,23
-6428,1500,-15856,-680,681,31,swipe_left,23
-6940,1444,-15340,-1057,913,697,swipe_left,23
-6912,1568,-15852,-783,779,131,swipe_left,23
-6896,1948,-15376,-752,914,779,swipe_left,23
-6600,2132,-15872,-409,404,948,swipe_left,23
-6888,2272,-15744,-465,473,1067,swipe_left,23
-6864,2428,-15440,-336,794,1260,swipe_left,23
-6876,2756,-15284,-293,479,3139,swipe_left,23
-4752,4784,-15796,-97,1025,-188,swipe_left,24
-4420,4480,-15940,-431,651,463,swipe_left,24
-4628,4724,-15812,-169,891,134,swipe_left,24
-4656,4668,-15700,-381,1368,-287,swipe_left,24
-4644,5256,-16152,-11,1212,320,swipe_left,24
-4688,4944,-16144,-202,468,712,swipe_left,24
-1988,5324,-15688,-698,-310,-214,swipe_left,24
-3268,4632,-14744,379,-1982,-8856,swipe_left,24
-5544,2204,-14228,1577,-2537,-15387,swipe_left,24
-10960,-1496,-14992,1925,-1848,-13428,swipe_left,24
-9220,-2532,-14872,-657,1507,-680,swipe_left,24
-8596,-1888,-15576,-1225,1524,450,swipe_left,24
-7772,-1160,-15080,-1530,1318,1495,swipe_left,24
-7432,-604,-15284,-455,914,401,swipe_left,24
-7924,-592,-15192,-1087,1598,663,swipe_left,24
-7140,-56,-15456,-1625,1623,-74,swipe_left,24
-7672,-504,-15460,-35,494,605,swipe_left,24
-7788,0,-15456,-685,343,1470,swipe_left,24
-7164,380,-15156,-1061,856,2424,swipe_left,24
-7968,676,-15500,-510,561,2479,swipe_left,24
-4956,4416,-15980,-453,605,-474,swipe_left,25
-4372,4500,-15988,-101,427,498,swipe_left,25
-4892,4252,-16332,-337,838,2,swipe_left,25
-4660,4916,-15544,-559,1190,279,swipe_left,25
-4608,4408,-16092,-240,911,142,swipe_left,25
-4620,4364,-16460,-248,557,-92,swipe_left,25
-4668,5316,-16216,-1096,475,-1813,swipe_left,25
-3828,4880,-16068,-1755,-541,-1083,swipe_left,25
-4108,4224,-14980,149,-3386,-5515,swipe_left,25
-6264,2996,-14316,1436,-1582,-10294,swipe_left,25
-8028,-384,-14720,2561,-219,-13311,swipe_left,25
-9740,-2620,-14344,1214,954,-7043,swipe_left,25
-8156,-3580,-15636,-2,1037,-160,swipe_left,25
-8204,-3132,-15252,-874,783,1059,swipe_left,25
-6796,-2336,-13992,-827,497,2521,swipe_left,25
-7220,-1444,-15152,-719,738,1866,swipe_left,25
-7024,-1556,-15144,-1307,956,-669,swipe_left,25
-8520,-1840,-15496,-473,1172,-56,swipe_left,25
